exon	sample1	sample2	sample3	sample4	sample5	sample6
ENSG00000002549:010	0	0	0	0	0	0
ENSG00000002549:011	0	0	0	0	0	0
ENSG00000002549:012	0	0	0	0	0	0
ENSG00000002549:013	203	200	457	416	353	433
ENSG00000002549:014	132	151	319	305	239	305
ENSG00000002549:015	9	6	7	15	9	14
ENSG00000002549:016	180	193	407	394	324	411
ENSG00000002549:017	206	189	403	426	338	421
ENSG00000002549:018	0	0	2	5	4	11
ENSG00000002549:019	0	0	0	0	0	0
ENSG00000002549:020	0	0	0	0	0	0
ENSG00000002549:021	0	0	0	0	0	0
ENSG00000002549:022	274	271	574	514	456	565
ENSG00000002549:023	239	234	525	470	429	518
ENSG00000002549:024	212	207	466	418	394	459
ENSG00000002549:025	208	195	467	416	396	486
ENSG00000002549:026	199	166	396	353	344	435
ENSG00000002549:027	186	137	334	310	295	362
ENSG00000002549:028	182	122	321	301	290	344
ENSG00000002549:029	411	387	909	809	744	907
ENSG00000002549:030	0	0	0	0	0	0
ENSG00000002586:001	1424	456	253	668	772	502
ENSG00000002586:002	1490	471	262	697	801	518
ENSG00000002586:003	1943	627	343	884	1048	694
ENSG00000002586:004	2649	838	444	1196	1427	945
ENSG00000002586:005	3376	1051	534	1477	1773	1190
ENSG00000002586:006	140	19	5	17	70	20
ENSG00000002586:007	1	0	0	9	0	2
ENSG00000002586:008	3142	938	468	1303	1633	1085
ENSG00000002586:009	1	0	0	0	1	0
ENSG00000002586:010	3318	975	491	1383	1776	1142
ENSG00000002586:011	6	0	0	0	0	0
ENSG00000002586:012	3493	1005	495	1394	1783	1161
ENSG00000002586:013	3890	1085	543	1551	1982	1289
ENSG00000002586:014	3582	985	492	1427	1840	1170
ENSG00000002586:015	3658	1014	511	1490	1864	1197
ENSG00000002586:016	4102	1198	597	1734	2118	1373
ENSG00000002586:017	3046	907	457	1322	1575	1009
ENSG00000002586:018	2815	835	421	1208	1453	933
ENSG00000002586:019	59	12	9	11	17	8
ENSG00000002586:020	84	21	18	45	28	13
ENSG00000002586:021	0	0	1	2	0	0
ENSG00000002586:022	0	1	0	1	1	0
ENSG00000002586:023	3652	1077	541	1577	1906	1241
ENSG00000002586:024	7554	2251	1177	3266	3999	2558
ENSG00000002586:025	2563	767	408	1146	1398	877
ENSG00000002586:026	2714	801	436	1211	1456	905
ENSG00000002587:001	4	10	0	0	0	0
ENSG00000002587:002	0	0	0	0	0	0
ENSG00000002587:003	0	0	0	0	0	0
ENSG00000002587:004	0	0	0	0	0	0
ENSG00000002587:005	0	0	0	0	0	0
ENSG00000002587:006	0	0	0	0	0	0
ENSG00000002726:001	0	0	0	0	0	0
ENSG00000002726:002	0	0	0	0	0	0
ENSG00000002726:003	0	0	0	0	0	0
ENSG00000002726:004	0	0	0	0	0	0
ENSG00000002726:005	0	0	0	0	0	0
ENSG00000002726:006	0	0	0	0	0	0
ENSG00000002726:007	0	0	0	0	0	0
ENSG00000002726:008	0	0	0	0	0	0
ENSG00000002726:009	0	0	0	0	0	0
ENSG00000002726:010	0	0	0	0	0	0
ENSG00000002726:011	0	0	0	0	0	0
ENSG00000002726:012	0	0	0	0	0	0
ENSG00000002726:013	0	0	0	0	0	0
ENSG00000002726:014	0	0	0	0	0	0
ENSG00000002726:015	0	0	0	0	0	0
ENSG00000002726:016	0	0	0	0	0	0
ENSG00000002726:017	0	0	0	0	0	0
ENSG00000002726:018	0	0	0	0	0	0
ENSG00000002726:019	0	0	0	0	0	0
ENSG00000002726:020	0	0	0	0	0	0
ENSG00000002745:001	2	2	0	5	4	0
ENSG00000002745:002	24	12	13	23	29	22
ENSG00000002745:003	37	21	16	41	37	28
ENSG00000002745:004	36	33	24	40	47	25
ENSG00000002745:005	43	41	33	45	76	37
ENSG00000002745:006	88	66	69	87	84	73
ENSG00000002746:001	0	0	0	0	0	0
ENSG00000002746:002	0	0	0	0	0	0
ENSG00000002746:003	1	1	2	4	3	5
ENSG00000002746:004	0	0	0	0	0	0
ENSG00000002746:005	0	1	1	0	1	2
ENSG00000002746:006	2	0	4	2	3	5
ENSG00000002746:007	0	0	0	0	0	0
ENSG00000002746:008	0	0	0	0	0	0
ENSG00000002746:009	0	0	0	0	0	0
ENSG00000002746:010	0	0	0	0	0	0
ENSG00000002746:011	0	0	0	0	0	0
ENSG00000002746:012	0	0	0	0	0	0
ENSG00000002746:013	4	2	7	4	4	5
ENSG00000002746:014	0	2	3	2	2	2
ENSG00000002746:015	0	3	3	2	3	5
ENSG00000002746:016	1	2	1	3	4	4
ENSG00000002746:017	1	2	4	3	2	3
ENSG00000002746:018	0	0	0	0	0	0
ENSG00000002746:019	0	0	0	0	0	0
ENSG00000002746:020	0	1	5	2	1	1
ENSG00000002746:021	0	1	6	4	4	6
ENSG00000002746:022	1	1	3	5	4	9
ENSG00000002746:023	0	0	0	0	0	0
ENSG00000002746:024	0	0	0	0	0	0
ENSG00000002746:025	1	0	3	2	3	8
ENSG00000002746:026	3	6	13	10	11	31
ENSG00000002746:027	0	0	0	0	0	0
ENSG00000002746:028	1	1	3	4	1	5
ENSG00000002746:029	1	1	3	3	2	4
ENSG00000002746:030	1	0	1	5	2	4
ENSG00000002746:031	1	2	3	7	4	1
ENSG00000002746:032	0	0	0	0	0	0
ENSG00000002746:033	1	2	2	2	3	0
ENSG00000002746:034	2	3	5	2	1	1
ENSG00000002746:035	0	0	0	0	0	0
ENSG00000002746:036	3	2	4	1	2	2
ENSG00000002746:037	2	3	1	2	2	2
ENSG00000002746:038	1	2	0	2	2	2
ENSG00000002746:039	1	0	1	2	2	1
ENSG00000002746:040	2	1	2	3	3	3
ENSG00000002746:041	5	1	1	2	2	2
ENSG00000002746:042	5	1	2	5	2	2
ENSG00000002746:043	0	0	1	0	0	0
ENSG00000002746:044	2	3	4	4	1	3
ENSG00000002746:045	1	3	4	2	4	9
ENSG00000002746:046	0	0	1	1	4	7
ENSG00000002746:047	0	1	1	2	5	11
ENSG00000002746:048	1	1	0	2	4	10
ENSG00000002746:049	1	1	2	1	5	7
ENSG00000002746:050	1	0	2	1	4	4
ENSG00000002746:051	2	1	4	0	3	2
ENSG00000002822:001	0	0	0	0	0	0
ENSG00000002822:002	0	0	1	1	0	1
ENSG00000002822:003	5	9	14	6	4	7
ENSG00000002822:004	7	12	14	7	6	10
ENSG00000002822:005	118	117	123	134	102	88
ENSG00000002822:006	139	128	133	137	113	115
ENSG00000002822:007	0	0	0	0	0	0
ENSG00000002822:008	0	0	0	0	0	0
ENSG00000002822:009	0	0	0	0	0	0
ENSG00000002822:010	0	0	0	0	0	0
ENSG00000002822:011	172	138	152	161	137	146
ENSG00000002822:012	185	159	162	180	154	145
ENSG00000002822:013	0	0	0	0	0	0
ENSG00000002822:014	112	129	113	114	113	102
ENSG00000002822:015	92	106	101	88	83	76
ENSG00000002822:016	112	98	109	99	85	95
ENSG00000002822:017	1	5	7	1	6	4
ENSG00000002822:018	111	86	89	103	76	88
ENSG00000002822:019	84	60	69	70	55	67
ENSG00000002822:020	154	102	132	136	101	107
ENSG00000002822:021	144	122	133	141	109	103
ENSG00000002822:022	0	0	0	0	0	0
ENSG00000002822:023	0	0	0	0	0	0
ENSG00000002822:024	0	0	0	0	0	0
ENSG00000002822:025	0	0	0	0	0	0
ENSG00000002822:026	0	0	0	0	0	0
ENSG00000002822:027	126	109	105	99	100	85
ENSG00000002822:028	2	1	0	1	2	8
ENSG00000002822:029	0	0	0	0	0	0
ENSG00000002822:030	0	0	0	0	0	0
ENSG00000002822:031	0	0	0	0	0	0
ENSG00000002822:032	0	0	0	0	0	0
ENSG00000002822:033	95	82	75	69	68	51
ENSG00000002822:034	99	87	83	72	81	54
ENSG00000002822:035	118	91	83	81	79	57
ENSG00000002822:036	110	83	77	80	73	46
ENSG00000002822:037	118	79	82	90	79	65
ENSG00000002822:038	186	134	119	146	134	112
ENSG00000002822:039	145	121	110	127	126	112
ENSG00000002822:040	110	96	79	97	93	82
ENSG00000002822:041	161	122	121	146	148	123
ENSG00000002822:042	0	0	0	0	0	0
ENSG00000002822:043	189	152	185	224	168	123
ENSG00000002822:044	0	0	0	0	0	0
ENSG00000002822:045	153	162	164	164	106	105
ENSG00000002822:046	0	2	3	4	3	2
ENSG00000002822:047	145	156	176	158	125	107
ENSG00000002822:048	118	95	118	115	100	80
ENSG00000002822:049	88	56	83	83	65	67
ENSG00000002822:050	62	42	62	55	42	45
ENSG00000002822:051	45	34	51	39	29	33
ENSG00000002822:052	11	7	12	10	7	7
ENSG00000002822:053	0	0	0	0	0	0
ENSG00000002834:001	1748	1316	1464	729	1529	628
ENSG00000002834:002	1841	1391	1558	783	1619	656
ENSG00000002834:003	2433	1875	2103	1063	2170	884
ENSG00000002834:004	2951	2390	2535	1295	2558	1067
ENSG00000002834:005	0	0	0	0	0	0
ENSG00000002834:006	2854	2382	2386	1266	2411	1023
ENSG00000002834:007	0	0	0	0	0	0
ENSG00000002834:008	2763	2263	2210	1171	2263	947
ENSG00000002834:009	0	0	0	0	0	0
ENSG00000002834:010	3132	2517	2443	1312	2580	1064
ENSG00000002834:011	0	5	1	4	37	0
ENSG00000002834:012	2723	2188	2153	1182	2288	969
ENSG00000002834:013	2801	2359	2298	1260	2445	1042
ENSG00000002834:014	2987	2497	2417	1310	2575	1083
ENSG00000002834:015	2018	1689	1633	891	1741	743
ENSG00000002834:016	1932	1611	1552	832	1650	693
ENSG00000002834:017	72	101	1	26	407	17
ENSG00000002834:018	8292	7033	6898	3783	6940	3075
ENSG00000002834:019	3610	3059	3021	1642	3049	1329
ENSG00000002834:020	9565	7778	7654	4046	7934	3325
ENSG00000002834:021	5027	3938	4443	2348	4472	1943
ENSG00000002834:022	16796	13810	13596	7258	13878	5916
ENSG00000002834:023	101	79	88	40	81	33
ENSG00000002919:001	0	0	0	0	0	0
ENSG00000002919:002	0	0	0	0	0	0
ENSG00000002919:003	0	0	1	0	0	0
ENSG00000002919:004	3	0	1	3	0	2
ENSG00000002919:005	3	0	1	3	0	3
ENSG00000002919:006	10	4	11	11	0	14
ENSG00000002919:007	13	7	13	13	1	19
ENSG00000002919:008	92	47	135	94	23	97
ENSG00000002919:009	88	44	133	97	25	106
ENSG00000002919:010	0	0	0	0	0	0
ENSG00000002919:011	5	5	9	7	2	7
ENSG00000002919:012	0	0	0	0	0	0
ENSG00000002919:013	85	47	143	93	27	105
ENSG00000002919:014	5	9	9	8	1	12
ENSG00000002919:015	0	0	0	0	0	0
ENSG00000002919:016	0	0	0	0	0	0
ENSG00000002919:017	117	66	171	131	31	128
ENSG00000002919:018	0	0	0	0	0	0
ENSG00000002919:019	127	77	185	145	37	145
ENSG00000002919:020	0	0	0	0	0	0
ENSG00000002919:021	131	67	184	136	46	158
ENSG00000002919:022	106	53	124	114	34	129
ENSG00000002919:023	171	84	214	187	56	211
ENSG00000002919:024	99	46	117	108	26	112
ENSG00000002919:025	100	46	106	96	24	105
ENSG00000002919:026	128	63	136	126	29	144
ENSG00000002919:027	187	89	198	201	54	226
ENSG00000002919:028	269	145	305	310	80	310
ENSG00000002919:029	137	56	150	131	32	119
ENSG00000002919:030	83	27	93	80	17	74
ENSG00000002919:031	204	82	248	217	50	194
ENSG00000002919:032	258	129	333	364	63	334
ENSG00000002919:033	17	5	10	22	3	20
ENSG00000002933:001	0	0	0	0	0	0
ENSG00000002933:002	0	0	0	0	0	0
ENSG00000002933:003	0	0	0	0	0	0
ENSG00000002933:004	0	0	0	0	0	0
ENSG00000002933:005	0	0	0	0	0	0
ENSG00000002933:006	0	0	0	0	0	0
ENSG00000002933:007	0	0	0	0	0	0
ENSG00000002933:008	0	0	0	0	0	0
ENSG00000002933:009	0	0	0	0	0	0
ENSG00000002933:010	0	0	0	0	0	0
ENSG00000002933:011	0	10	0	2	0	0
ENSG00000002933:012	0	0	0	0	0	0
ENSG00000002933:013	0	0	0	0	0	0
ENSG00000002933:014	1	21	0	2	0	0
ENSG00000002933:015	1	21	0	1	0	0
ENSG00000002933:016	0	0	0	0	0	0
ENSG00000002933:017	0	0	0	0	0	0
ENSG00000002933:018	0	0	0	0	0	0
ENSG00000002933:019	1	24	0	0	0	0
ENSG00000002933:020	0	0	0	0	0	0
ENSG00000002933:021	0	0	0	0	0	0
ENSG00000002933:022	1	22	0	0	0	0
ENSG00000002933:023	0	0	0	0	0	0
ENSG00000002933:024	0	0	0	0	0	0
ENSG00000002933:025	0	0	0	0	0	0
ENSG00000002933:026	0	0	0	0	0	0
ENSG00000002933:027	0	0	0	0	0	0
ENSG00000002933:028	0	0	0	0	0	0
ENSG00000002933:029	0	0	0	0	0	0
ENSG00000002933:030	0	0	0	0	0	0
ENSG00000002933:031	0	0	0	0	0	0
ENSG00000002933:032	0	0	0	0	0	0
ENSG00000002933:033	0	0	0	0	0	0
ENSG00000003056:001	0	0	0	0	0	0
ENSG00000003056:002	0	0	0	0	0	0
ENSG00000003056:003	0	0	0	0	0	0
ENSG00000003056:004	0	0	0	0	0	0
ENSG00000003056:005	534	210	404	218	427	217
ENSG00000003056:006	1436	538	1154	661	1092	638
ENSG00000003056:007	1	0	10	2	0	2
ENSG00000003056:008	682	236	552	321	500	321
ENSG00000003056:009	796	282	647	373	586	367
ENSG00000003056:010	642	221	491	320	465	318
ENSG00000003056:011	0	0	0	0	0	0
ENSG00000003056:012	591	205	460	281	451	283
ENSG00000003056:013	908	304	693	416	678	416
ENSG00000003056:014	0	0	0	0	1	0
ENSG00000003056:015	521	183	364	246	405	238
ENSG00000003056:016	675	245	467	286	495	270
ENSG00000003056:017	573	202	381	243	401	228
ENSG00000003056:018	0	0	0	0	0	0
ENSG00000003056:019	542	190	353	228	378	209
ENSG00000003056:020	660	235	452	251	448	228
ENSG00000003056:021	507	170	329	200	363	184
ENSG00000003056:022	816	281	556	327	578	311
ENSG00000003056:023	520	200	393	208	382	202
ENSG00000003056:024	687	269	521	288	484	278
ENSG00000003056:025	733	275	580	307	525	303
ENSG00000003056:026	528	206	418	239	383	240
ENSG00000003056:027	510	206	399	227	379	226
ENSG00000003056:028	0	4	1	9	0	0
ENSG00000003056:029	0	1	0	2	0	0
ENSG00000003056:030	0	0	0	0	0	0
ENSG00000003056:031	843	322	617	381	633	385
ENSG00000003056:032	538	217	382	245	411	241
ENSG00000003056:033	477	185	334	214	358	210
ENSG00000003056:034	724	274	502	336	522	332
ENSG00000003056:035	635	236	441	291	458	281
ENSG00000003096:001	0	0	1	0	0	0
ENSG00000003096:002	72	40	56	46	87	45
ENSG00000003096:003	109	63	70	77	170	55
ENSG00000003096:004	22	15	22	28	47	21
ENSG00000003096:005	79	69	81	62	156	70
ENSG00000003096:006	33	36	27	35	53	32
ENSG00000003096:007	26	23	19	17	45	22
ENSG00000003096:008	22	12	18	12	36	15
ENSG00000003096:009	34	15	35	23	63	20
ENSG00000003096:010	0	0	0	0	0	0
ENSG00000003096:011	0	0	0	0	0	0
ENSG00000003096:012	0	0	0	0	0	0
ENSG00000003096:013	0	0	0	0	0	0
ENSG00000003096:014	6	3	2	1	14	2
ENSG00000003096:015	2	1	0	0	4	0
ENSG00000003096:016	2	1	0	0	1	0
ENSG00000003096:017	3	0	0	1	1	1
ENSG00000003096:018	0	0	0	0	0	0
ENSG00000003096:019	23	9	30	25	39	17
ENSG00000003096:020	0	0	0	0	0	0
ENSG00000003096:021	0	0	0	0	0	0
ENSG00000003137:001	0	0	0	0	0	0
ENSG00000003137:002	0	0	0	0	0	0
ENSG00000003137:003	1	0	0	3	1	1
ENSG00000003137:004	2	0	0	3	0	1
ENSG00000003137:005	1	0	0	1	0	0
ENSG00000003137:006	0	0	0	0	0	0
ENSG00000003137:007	0	0	0	0	1	0
ENSG00000003137:008	1	0	0	0	1	0
ENSG00000003137:009	0	0	0	0	0	0
ENSG00000003137:010	0	0	0	0	0	0
ENSG00000003137:011	0	0	0	0	0	0
ENSG00000003137:012	1	0	0	0	1	0
ENSG00000003137:013	0	0	0	0	0	0
ENSG00000003137:014	0	0	0	0	0	0
ENSG00000003147:001	0	0	0	0	0	0
ENSG00000003147:002	0	0	0	0	0	0
ENSG00000003147:003	0	0	0	0	0	0
ENSG00000003147:004	0	0	0	0	0	0
ENSG00000003147:005	0	0	0	0	0	0
ENSG00000003147:006	0	0	0	0	0	0
ENSG00000003147:007	0	0	0	0	0	0
ENSG00000003147:008	0	0	0	0	0	1
ENSG00000003147:009	0	0	0	0	0	0
ENSG00000003147:010	0	0	0	0	0	0
ENSG00000003147:011	0	0	0	0	0	0
ENSG00000003147:012	0	0	0	0	0	0
ENSG00000003147:013	0	0	0	1	0	0
ENSG00000003147:014	0	0	0	0	0	0
ENSG00000003147:015	0	0	0	2	0	2
ENSG00000003147:016	0	0	0	0	0	0
ENSG00000003147:017	0	0	0	0	0	0
ENSG00000003147:018	0	0	0	2	0	3
ENSG00000003147:019	0	0	0	1	0	2
ENSG00000003147:020	0	0	0	1	0	1
ENSG00000003147:021	0	0	0	2	0	1
ENSG00000003147:022	0	0	0	2	0	1
ENSG00000003147:023	0	0	0	1	0	1
ENSG00000003147:024	0	0	0	0	0	0
ENSG00000003147:025	0	0	0	1	0	0
ENSG00000003147:026	0	0	0	2	0	0
ENSG00000003147:027	0	0	0	0	0	0
ENSG00000003147:028	0	0	0	0	0	0
ENSG00000003147:029	0	0	0	1	0	0
ENSG00000003147:030	0	0	0	1	0	0
ENSG00000003147:031	0	0	0	1	0	0
ENSG00000003147:032	0	0	0	0	0	0
ENSG00000003147:033	0	0	0	0	0	0
ENSG00000003147:034	0	0	0	0	0	0
ENSG00000003147:035	0	0	0	0	0	0
ENSG00000003147:036	0	0	0	0	0	0
ENSG00000003147:037	0	0	0	0	0	0
ENSG00000003147:038	0	0	0	0	0	0
ENSG00000003147:039	0	0	0	0	0	0
ENSG00000003147:040	0	0	0	0	0	0
ENSG00000003147:041	0	0	0	0	0	0
ENSG00000003147:042	0	0	0	0	0	0
ENSG00000003147:043	0	0	0	0	0	0
ENSG00000003147:044	0	0	0	0	0	0
ENSG00000003147:045	0	0	0	0	0	0
ENSG00000003147:046	0	0	0	0	0	0
ENSG00000003147:047	0	0	0	0	0	0
ENSG00000003147:048	0	0	0	0	0	0
ENSG00000003147:049	0	0	0	0	0	0
ENSG00000003147:050	0	0	0	0	0	0
ENSG00000003249:001	5	2	2	7	4	13
ENSG00000003249:002	492	763	625	689	649	1228
ENSG00000003249:003	80	106	81	93	96	143
ENSG00000003249:004	178	255	226	246	237	438
ENSG00000003249:005	66	96	92	109	86	196
ENSG00000003249:006	2	25	31	1	2	7
ENSG00000003249:007	133	177	163	200	152	356
ENSG00000003249:008	0	0	0	0	0	0
ENSG00000003249:009	111	158	157	180	137	310
ENSG00000003249:010	0	0	0	0	0	0
ENSG00000003249:011	0	0	0	0	0	0
ENSG00000003249:012	0	0	0	0	0	0
ENSG00000003249:013	0	0	0	0	1	0
ENSG00000003249:014	56	77	83	96	75	163
ENSG00000003249:015	7	1	2	6	3	7
ENSG00000003249:016	8	1	2	6	4	8
ENSG00000003393:001	269	262	335	399	170	350
ENSG00000003393:002	96	96	107	123	58	107
ENSG00000003393:003	76	59	80	98	47	87
ENSG00000003393:004	90	67	110	123	47	112
ENSG00000003393:005	51	46	79	93	35	86
ENSG00000003393:006	51	41	70	92	34	83
ENSG00000003393:007	80	81	104	151	64	132
ENSG00000003393:008	71	67	92	99	54	88
ENSG00000003393:009	85	73	98	112	61	98
ENSG00000003393:010	66	61	75	95	43	82
ENSG00000003393:011	79	78	88	116	52	103
ENSG00000003393:012	0	0	0	0	0	0
ENSG00000003393:013	73	73	97	106	51	97
ENSG00000003393:014	0	0	0	0	0	0
ENSG00000003393:015	0	0	0	0	0	0
ENSG00000003393:016	46	52	71	94	37	87
ENSG00000003393:017	53	57	85	109	36	104
ENSG00000003393:018	62	81	110	116	41	107
ENSG00000003393:019	60	71	99	105	39	100
ENSG00000003393:020	59	60	84	89	37	79
ENSG00000003393:021	0	0	0	0	0	0
ENSG00000003393:022	91	80	121	134	50	118
ENSG00000003393:023	46	55	68	69	28	60
ENSG00000003393:024	54	57	77	84	37	73
ENSG00000003393:025	56	53	77	82	35	72
ENSG00000003393:026	69	61	80	107	47	95
ENSG00000003393:027	46	37	51	64	33	56
ENSG00000003393:028	74	64	83	105	53	92
ENSG00000003393:029	85	78	84	125	52	110
ENSG00000003393:030	0	0	0	0	0	0
ENSG00000003393:031	0	0	0	0	0	0
ENSG00000003393:032	54	63	45	89	40	80
ENSG00000003393:033	45	46	43	69	30	65
ENSG00000003393:034	7	6	9	22	7	19
ENSG00000003393:035	94	91	93	149	64	133
ENSG00000003393:036	64	69	91	111	45	99
ENSG00000003393:037	39	35	74	83	29	71
ENSG00000003393:038	68	64	116	145	64	129
ENSG00000003393:039	60	48	76	110	44	103
ENSG00000003393:040	71	56	82	107	40	102
ENSG00000003393:041	91	85	104	132	48	109
ENSG00000003393:042	151	124	182	221	81	186
ENSG00000003393:043	56	71	114	126	40	111
ENSG00000003393:044	229	209	283	340	134	305
ENSG00000003393:045	106	101	133	169	58	153
ENSG00000003393:046	72	77	104	149	49	124
ENSG00000003393:047	84	100	136	164	58	143
ENSG00000003393:048	0	0	0	0	0	0
ENSG00000003393:049	0	0	0	0	0	0
ENSG00000003393:050	88	101	135	168	61	150
ENSG00000003393:051	62	69	100	116	39	105
ENSG00000003393:052	0	0	0	0	0	0
ENSG00000003393:053	0	0	0	0	0	0
ENSG00000003393:054	55	49	70	84	33	77
ENSG00000003393:055	52	36	56	68	25	62
ENSG00000003393:056	51	43	64	77	27	69
ENSG00000003393:057	42	32	55	59	24	55
ENSG00000003393:058	59	52	70	82	40	76
ENSG00000003400:001	0	0	0	0	0	0
ENSG00000003400:002	1	0	1	1	0	0
ENSG00000003400:003	0	0	1	1	0	0
ENSG00000003400:004	0	0	1	1	0	0
ENSG00000003400:005	0	0	1	2	0	0
ENSG00000003400:006	0	0	1	1	0	0
ENSG00000003400:007	1	0	1	1	0	0
ENSG00000003400:008	1	0	1	1	0	0
ENSG00000003400:009	1	0	1	1	0	0
ENSG00000003400:010	1	0	1	1	1	0
ENSG00000003400:011	0	0	0	0	1	0
ENSG00000003400:012	2	0	2	1	2	0
ENSG00000003400:013	0	0	0	0	0	0
ENSG00000003400:014	0	0	0	3	0	0
ENSG00000003400:015	2	0	2	4	1	0
ENSG00000003400:016	2	1	2	6	2	0
ENSG00000003400:017	4	1	2	5	4	0
ENSG00000003400:018	0	0	0	0	0	0
ENSG00000003400:019	3	0	0	2	4	0
ENSG00000003400:020	0	0	0	0	1	0
ENSG00000003400:021	0	0	0	0	0	0
ENSG00000003400:022	0	0	0	0	0	0
ENSG00000003400:023	0	0	0	0	0	0
ENSG00000003400:024	0	0	0	0	0	0
ENSG00000003400:025	0	0	0	0	0	0
ENSG00000003400:026	0	0	0	0	0	0
ENSG00000003400:027	1	1	0	1	1	0
ENSG00000003400:028	0	0	0	1	1	0
ENSG00000003400:029	0	0	0	1	1	0
ENSG00000003400:030	10	5	0	8	6	0
ENSG00000003400:031	7	1	2	2	6	0
ENSG00000003400:032	0	0	0	0	0	0
ENSG00000003400:033	0	0	0	0	0	0
ENSG00000003400:034	0	0	0	0	0	0
ENSG00000003402:001	5	11	4	13	2	11
ENSG00000003402:002	5	12	5	17	3	14
ENSG00000003402:003	14	26	21	38	14	29
ENSG00000003402:004	24	38	27	47	27	40
ENSG00000003402:005	65	86	66	97	75	85
ENSG00000003402:006	73	86	75	100	85	88
ENSG00000003402:007	0	0	0	0	0	0
ENSG00000003402:008	0	0	0	0	0	0
ENSG00000003402:009	3	2	0	1	4	1
ENSG00000003402:010	19	15	16	19	20	27
ENSG00000003402:011	37	28	40	46	46	57
ENSG00000003402:012	3	1	8	7	6	6
ENSG00000003402:013	0	0	0	0	0	0
ENSG00000003402:014	3	2	11	6	6	4
ENSG00000003402:015	2	2	10	6	6	5
ENSG00000003402:016	0	0	1	1	2	4
ENSG00000003402:017	0	1	2	10	3	7
ENSG00000003402:018	146	137	151	194	162	172
ENSG00000003402:019	149	141	144	208	183	171
ENSG00000003402:020	138	138	132	178	161	166
ENSG00000003402:021	95	93	93	111	102	111
ENSG00000003402:022	144	139	142	173	145	157
ENSG00000003402:023	0	0	0	0	0	0
ENSG00000003402:024	1	1	2	1	4	1
ENSG00000003402:025	2	2	2	1	5	1
ENSG00000003402:026	3	2	4	2	5	2
ENSG00000003402:027	97	93	102	116	87	96
ENSG00000003402:028	150	138	147	176	137	143
ENSG00000003402:029	123	105	105	135	108	98
ENSG00000003402:030	175	174	172	234	171	176
ENSG00000003402:031	0	3	1	4	0	3
ENSG00000003402:032	25	27	32	49	29	29
ENSG00000003402:033	33	38	39	49	28	31
ENSG00000003402:034	256	380	400	597	373	341
ENSG00000003402:035	1	0	0	2	8	6
ENSG00000003402:036	100	115	101	132	101	122
ENSG00000003402:037	3	3	5	2	1	10
ENSG00000003402:038	0	0	0	0	0	0
ENSG00000003402:039	25	43	31	32	29	28
ENSG00000003402:040	23	40	27	30	31	30
ENSG00000003402:041	0	0	0	0	0	0
ENSG00000003402:042	0	0	0	0	0	0
ENSG00000003402:043	57	46	46	66	55	58
ENSG00000003402:044	0	0	1	0	0	0
ENSG00000003402:045	59	43	46	62	53	58
ENSG00000003402:046	73	50	57	66	71	57
ENSG00000003402:047	0	2	2	7	2	5
ENSG00000003402:048	9	4	6	5	18	8
ENSG00000003402:049	54	40	44	46	54	40
ENSG00000003402:050	158	116	149	168	156	134
ENSG00000003402:051	6	4	12	5	6	2
ENSG00000003402:052	5	4	10	6	8	2
ENSG00000003402:053	8	7	12	6	11	5
ENSG00000003402:054	74	42	50	67	48	55
ENSG00000003402:055	52	35	36	60	33	45
ENSG00000003402:056	24	21	11	30	22	22
ENSG00000003402:057	19	17	12	26	16	16
ENSG00000003402:058	6	6	2	8	2	3
ENSG00000003402:059	6	6	2	8	1	3
ENSG00000003436:001	0	1	0	1	0	0
ENSG00000003436:002	3718	3218	1053	2304	1901	1826
ENSG00000003436:003	320	215	62	165	138	142
ENSG00000003436:004	421	306	85	233	205	199
ENSG00000003436:005	699	549	155	471	401	341
ENSG00000003436:006	675	510	147	457	382	305
ENSG00000003436:007	0	1	0	0	2	0
ENSG00000003436:008	23	8	5	13	19	11
ENSG00000003436:009	0	0	0	0	0	0
ENSG00000003436:010	875	624	187	566	496	389
ENSG00000003436:011	55	17	7	13	4	4
ENSG00000003436:012	1196	880	240	719	689	502
ENSG00000003436:013	701	535	129	426	426	303
ENSG00000003436:014	561	422	109	351	332	251
ENSG00000003436:015	889	666	186	609	536	398
ENSG00000003436:016	575	418	136	420	343	269
ENSG00000003436:017	708	525	163	525	434	329
ENSG00000003436:018	803	627	198	587	517	372
ENSG00000003436:019	988	781	218	721	616	465
ENSG00000003436:020	68	58	14	52	48	28
ENSG00000003436:021	56	42	10	40	35	20
ENSG00000003436:022	11	2	0	4	1	0
ENSG00000003436:023	441	136	48	99	47	30
ENSG00000003436:024	38	61	10	46	34	12
ENSG00000003436:025	89	130	30	139	72	49
ENSG00000003436:026	39	50	13	52	34	13
ENSG00000003436:027	936	712	192	626	569	418
ENSG00000003436:028	447	345	93	280	259	197
ENSG00000003436:029	485	372	98	305	279	203
ENSG00000003436:030	187	168	37	134	118	86
ENSG00000003436:031	163	154	35	114	103	72
ENSG00000003436:032	93	83	23	63	53	36
ENSG00000003436:033	3	4	3	6	8	4
ENSG00000003509:001	0	0	0	0	0	0
ENSG00000003509:002	0	0	0	0	0	0
ENSG00000003509:003	0	0	0	0	0	0
ENSG00000003509:004	0	0	0	0	0	0
ENSG00000003509:005	12	6	2	11	9	3
ENSG00000003509:006	0	0	0	0	0	0
ENSG00000003509:007	0	1	0	0	1	0
ENSG00000003509:008	2	1	1	1	4	0
