exon	sample1	sample2	sample3	sample4	sample5	sample6
ENSG00000003509:009	3	0	1	1	3	0
ENSG00000003509:010	5	2	1	5	5	0
ENSG00000003509:011	0	0	0	0	0	0
ENSG00000003509:012	46	33	24	53	70	26
ENSG00000003509:013	40	40	25	46	70	27
ENSG00000003509:014	52	36	23	48	78	29
ENSG00000003509:015	37	29	13	37	58	22
ENSG00000003509:016	52	36	17	48	67	28
ENSG00000003509:017	42	28	14	40	50	25
ENSG00000003509:018	49	42	30	56	71	36
ENSG00000003509:019	35	37	29	43	60	24
ENSG00000003509:020	8	8	4	2	4	3
ENSG00000003509:021	4	3	2	2	4	1
ENSG00000003509:022	12	11	13	9	16	8
ENSG00000003509:023	43	47	28	51	62	29
ENSG00000003509:024	41	39	25	49	53	22
ENSG00000003509:025	34	34	26	41	45	19
ENSG00000003509:026	51	41	33	51	63	24
ENSG00000003509:027	62	50	36	67	74	29
ENSG00000003509:028	25	17	13	29	37	9
ENSG00000003509:029	27	17	14	29	38	10
ENSG00000003509:030	0	0	0	0	0	0
ENSG00000003509:031	41	37	25	50	61	16
ENSG00000003509:032	29	31	24	43	38	14
ENSG00000003509:033	37	43	28	46	47	25
ENSG00000003509:034	33	50	25	55	49	25
ENSG00000003509:035	20	34	13	43	40	15
ENSG00000003509:036	17	28	9	33	35	13
ENSG00000003509:037	90	100	62	125	145	57
ENSG00000003509:038	0	0	0	0	0	0
ENSG00000003756:001	6	3	4	8	15	15
ENSG00000003756:002	29	27	19	34	47	64
ENSG00000003756:003	30	27	19	35	50	64
ENSG00000003756:004	37	32	20	40	57	77
ENSG00000003756:005	53	41	25	51	76	104
ENSG00000003756:006	91	77	45	102	129	204
ENSG00000003756:007	0	0	1	0	1	0
ENSG00000003756:008	0	0	0	0	0	0
ENSG00000003756:009	1	0	1	2	2	0
ENSG00000003756:010	0	0	0	0	0	0
ENSG00000003756:011	0	0	0	0	0	0
ENSG00000003756:012	0	0	0	0	0	0
ENSG00000003756:013	133	135	51	143	187	289
ENSG00000003756:014	19	15	3	5	20	33
ENSG00000003756:015	43	24	4	11	31	55
ENSG00000003756:016	83	42	15	23	48	104
ENSG00000003756:017	199	165	79	202	262	402
ENSG00000003756:018	345	162	114	194	601	530
ENSG00000003756:019	22	19	8	14	71	35
ENSG00000003756:020	43	30	27	53	146	69
ENSG00000003756:021	55	48	52	60	161	115
ENSG00000003756:022	146	114	67	171	208	308
ENSG00000003756:023	163	142	79	193	277	378
ENSG00000003756:024	161	125	77	169	272	345
ENSG00000003756:025	0	0	0	0	0	0
ENSG00000003756:026	0	0	0	0	0	0
ENSG00000003756:027	167	137	80	175	292	354
ENSG00000003756:028	167	127	77	203	272	369
ENSG00000003756:029	182	155	80	211	283	404
ENSG00000003756:030	0	0	0	0	0	0
ENSG00000003756:031	126	120	59	168	220	319
ENSG00000003756:032	144	140	80	190	271	349
ENSG00000003756:033	5	6	7	8	47	18
ENSG00000003756:034	8	7	10	15	59	21
ENSG00000003756:035	0	0	0	0	0	0
ENSG00000003756:036	174	144	92	206	292	377
ENSG00000003756:037	187	145	72	190	286	372
ENSG00000003756:038	167	110	58	153	204	298
ENSG00000003756:039	171	130	62	170	237	346
ENSG00000003756:040	0	0	0	0	0	0
ENSG00000003756:041	201	155	87	206	278	410
ENSG00000003756:042	0	0	0	0	0	0
ENSG00000003756:043	196	171	85	196	293	402
ENSG00000003756:044	206	161	81	200	282	384
ENSG00000003756:045	153	120	54	146	211	268
ENSG00000003756:046	13	3	3	7	9	8
ENSG00000003756:047	1	0	0	1	2	1
ENSG00000003756:048	42	3	3	8	53	6
ENSG00000003756:049	39	2	3	7	57	9
ENSG00000003756:050	20	3	2	5	28	2
ENSG00000003756:051	246	165	88	220	349	426
ENSG00000003756:052	141	87	48	132	211	262
ENSG00000003756:053	189	111	71	175	278	352
ENSG00000003756:054	201	126	78	186	305	375
ENSG00000003756:055	153	99	68	139	227	278
ENSG00000003756:056	181	124	86	182	261	354
ENSG00000003756:057	0	0	0	0	0	0
ENSG00000003756:058	187	124	87	209	270	380
ENSG00000003756:059	149	100	60	162	207	274
ENSG00000003756:060	141	97	57	156	197	260
ENSG00000003756:061	1	1	2	4	4	3
ENSG00000003756:062	4	1	0	3	3	14
ENSG00000003756:063	311	228	123	349	407	640
ENSG00000003756:064	182	136	67	207	233	389
ENSG00000003756:065	178	129	63	197	222	373
ENSG00000003756:066	0	1	1	4	0	1
ENSG00000003756:067	0	0	1	1	0	0
ENSG00000003756:068	0	0	0	0	1	0
ENSG00000003756:069	227	176	92	254	299	476
ENSG00000003756:070	17	13	5	28	14	35
ENSG00000003756:071	21	16	6	34	16	54
ENSG00000003756:072	233	196	97	244	312	487
ENSG00000003756:073	298	246	120	312	419	625
ENSG00000003756:074	341	248	121	320	453	644
ENSG00000003756:075	51	28	14	40	53	84
ENSG00000003987:001	24	10	25	9	17	3
ENSG00000003987:002	12	6	5	6	9	2
ENSG00000003987:003	3	1	0	1	0	0
ENSG00000003987:004	2	1	0	0	0	0
ENSG00000003987:005	1	0	0	0	0	0
ENSG00000003987:006	0	0	0	0	0	0
ENSG00000003987:007	2	0	4	0	2	0
ENSG00000003987:008	6	4	13	4	5	1
ENSG00000003987:009	3	4	6	3	1	2
ENSG00000003987:010	5	5	12	6	4	2
ENSG00000003987:011	0	0	0	0	1	0
ENSG00000003987:012	0	0	0	0	0	0
ENSG00000003987:013	5	5	7	5	4	2
ENSG00000003987:014	4	2	6	5	5	2
ENSG00000003987:015	0	0	0	0	0	0
ENSG00000003987:016	4	2	7	6	5	2
ENSG00000003987:017	6	3	5	5	6	2
ENSG00000003987:018	0	0	0	0	0	0
ENSG00000003987:019	9	2	2	6	4	0
ENSG00000003987:020	0	0	0	0	0	0
ENSG00000003987:021	9	0	4	4	2	1
ENSG00000003987:022	3	0	3	2	2	1
ENSG00000003987:023	0	0	0	0	0	0
ENSG00000003987:024	0	0	0	0	0	0
ENSG00000003987:025	8	4	6	4	4	1
ENSG00000003987:026	13	8	3	5	5	0
ENSG00000003987:027	0	0	0	0	0	0
ENSG00000003987:028	7	3	3	3	2	0
ENSG00000003987:029	1	1	1	1	0	0
ENSG00000003987:030	0	0	1	0	0	0
ENSG00000003987:031	0	0	0	0	0	0
ENSG00000003989:001	1	1	0	1	2	1
ENSG00000003989:002	32	69	36	17	39	15
ENSG00000003989:003	35	79	46	24	44	17
ENSG00000003989:004	44	94	56	32	44	20
ENSG00000003989:005	1	0	1	1	1	0
ENSG00000003989:006	145	297	193	114	179	85
ENSG00000003989:007	94	167	103	66	102	47
ENSG00000003989:008	87	185	104	66	98	42
ENSG00000003989:009	75	166	89	64	95	45
ENSG00000003989:010	113	219	111	79	123	59
ENSG00000003989:011	82	155	75	51	69	44
ENSG00000003989:012	11	4	3	1	2	0
ENSG00000003989:013	64	121	73	52	72	42
ENSG00000003989:014	90	157	100	75	123	50
ENSG00000003989:015	82	161	89	64	106	40
ENSG00000003989:016	79	129	79	49	88	29
ENSG00000003989:017	128	227	141	90	139	61
ENSG00000003989:018	1196	2275	1410	978	1348	674
ENSG00000003989:019	4	7	6	2	5	1
ENSG00000004059:001	65	79	49	127	68	69
ENSG00000004059:002	85	115	72	189	102	98
ENSG00000004059:003	88	118	77	198	107	104
ENSG00000004059:004	96	136	85	222	117	114
ENSG00000004059:005	445	650	380	972	458	574
ENSG00000004059:006	0	0	0	0	0	0
ENSG00000004059:007	0	0	0	0	0	0
ENSG00000004059:008	547	786	451	1145	552	703
ENSG00000004059:009	597	825	496	1225	623	752
ENSG00000004059:010	427	595	351	884	461	537
ENSG00000004059:011	2	21	7	32	29	7
ENSG00000004059:012	0	13	6	17	15	4
ENSG00000004059:013	543	745	455	1135	608	689
ENSG00000004059:014	362	494	321	793	404	477
ENSG00000004059:015	558	782	489	1278	645	747
ENSG00000004059:016	16	17	20	26	17	26
ENSG00000004059:017	419	665	369	1033	517	558
ENSG00000004139:001	2	4	0	0	8	0
ENSG00000004139:002	0	0	0	0	0	0
ENSG00000004139:003	49	50	89	44	50	66
ENSG00000004139:004	27	19	38	11	21	23
ENSG00000004139:005	38	37	43	22	25	28
ENSG00000004139:006	6	6	12	14	14	9
ENSG00000004139:007	6	6	11	14	12	8
ENSG00000004139:008	44	34	43	35	33	32
ENSG00000004139:009	45	26	36	22	34	34
ENSG00000004139:010	60	48	62	39	39	44
ENSG00000004139:011	0	0	0	0	0	0
ENSG00000004139:012	0	0	0	0	0	0
ENSG00000004139:013	0	0	0	0	0	0
ENSG00000004139:014	0	0	0	0	0	0
ENSG00000004139:015	42	32	51	28	27	29
ENSG00000004139:016	21	17	29	17	16	23
ENSG00000004139:017	0	0	0	0	0	0
ENSG00000004139:018	18	15	26	12	15	23
ENSG00000004139:019	23	22	34	17	20	30
ENSG00000004139:020	21	19	32	12	17	25
ENSG00000004139:021	0	0	0	0	0	0
ENSG00000004139:022	0	0	0	0	0	0
ENSG00000004139:023	0	0	0	0	0	0
ENSG00000004139:024	0	0	0	0	0	0
ENSG00000004139:025	0	0	0	0	0	0
ENSG00000004139:026	0	0	0	0	0	0
ENSG00000004139:027	0	0	0	0	0	0
ENSG00000004139:028	0	0	0	0	0	0
ENSG00000004139:029	0	0	0	0	0	0
ENSG00000004139:030	0	0	0	0	0	0
ENSG00000004139:031	44	43	57	31	33	52
ENSG00000004399:001	34	20	12	26	41	13
ENSG00000004399:002	37	25	13	28	44	14
ENSG00000004399:003	402	319	163	270	368	144
ENSG00000004399:004	1172	917	475	802	971	394
ENSG00000004399:005	305	240	136	216	257	117
ENSG00000004399:006	8	3	1	5	1	2
ENSG00000004399:007	412	340	179	297	389	161
ENSG00000004399:008	382	323	172	288	394	168
ENSG00000004399:009	317	252	144	208	285	125
ENSG00000004399:010	4	6	4	6	4	4
ENSG00000004399:011	31	1	1	0	0	3
ENSG00000004399:012	27	12	6	6	22	6
ENSG00000004399:013	493	387	222	325	424	185
ENSG00000004399:014	335	279	150	255	289	119
ENSG00000004399:015	217	180	97	184	206	66
ENSG00000004399:016	228	189	104	196	206	79
ENSG00000004399:017	8	3	3	34	4	6
ENSG00000004399:018	5	5	6	8	7	0
ENSG00000004399:019	241	198	99	167	230	84
ENSG00000004399:020	285	236	109	192	280	113
ENSG00000004399:021	0	0	0	0	0	0
ENSG00000004399:022	336	268	122	237	322	128
ENSG00000004399:023	305	240	117	207	268	109
ENSG00000004399:024	216	163	80	116	166	67
ENSG00000004399:025	370	307	130	237	320	129
ENSG00000004399:026	280	233	91	197	225	99
ENSG00000004399:027	207	155	70	127	136	61
ENSG00000004399:028	0	0	0	0	0	0
ENSG00000004399:029	309	205	96	182	184	81
ENSG00000004399:030	304	231	86	186	193	89
ENSG00000004399:031	285	236	85	196	200	96
ENSG00000004399:032	12	34	22	29	12	3
ENSG00000004399:033	272	221	101	232	219	115
ENSG00000004399:034	0	0	0	0	0	0
ENSG00000004399:035	267	202	95	211	223	101
ENSG00000004399:036	237	206	87	202	213	89
ENSG00000004399:037	362	308	133	283	316	141
ENSG00000004399:038	278	258	107	202	245	107
ENSG00000004399:039	204	188	67	134	167	67
ENSG00000004399:040	246	210	77	153	213	75
ENSG00000004399:041	243	184	68	156	197	68
ENSG00000004399:042	307	229	92	206	251	92
ENSG00000004399:043	2	2	0	0	0	1
ENSG00000004399:044	299	250	101	202	263	106
ENSG00000004399:045	0	0	0	0	0	0
ENSG00000004399:046	238	223	82	189	222	84
ENSG00000004399:047	0	0	0	0	0	0
ENSG00000004399:048	327	260	97	216	287	89
ENSG00000004399:049	339	247	103	196	276	91
ENSG00000004399:050	256	214	95	168	203	74
ENSG00000004399:051	248	214	98	162	202	79
ENSG00000004399:052	268	211	102	174	222	80
ENSG00000004399:053	0	0	0	0	0	0
ENSG00000004399:054	240	175	75	146	198	69
ENSG00000004399:055	229	153	52	132	180	59
ENSG00000004399:056	294	218	76	190	241	88
ENSG00000004399:057	353	285	106	222	279	119
ENSG00000004399:058	268	223	81	171	187	89
ENSG00000004399:059	199	162	62	152	142	79
ENSG00000004399:060	275	220	77	207	205	97
ENSG00000004399:061	274	230	91	198	227	102
ENSG00000004399:062	215	164	65	150	186	80
ENSG00000004399:063	367	300	102	222	305	124
ENSG00000004399:064	1494	1205	513	946	1209	492
ENSG00000004455:001	1047	730	705	949	829	615
ENSG00000004455:002	93	78	96	95	94	62
ENSG00000004455:003	173	130	167	169	146	142
ENSG00000004455:004	239	169	196	220	187	190
ENSG00000004455:005	256	168	192	223	203	173
ENSG00000004455:006	19	17	2	14	1	5
ENSG00000004455:007	76	22	55	49	65	31
ENSG00000004455:008	28	7	20	23	38	19
ENSG00000004455:009	247	167	214	279	201	208
ENSG00000004455:010	563	413	491	644	495	454
ENSG00000004455:011	621	476	601	803	652	554
ENSG00000004455:012	0	0	0	0	0	0
ENSG00000004455:013	0	0	0	0	0	0
ENSG00000004455:014	523	407	518	713	567	498
ENSG00000004455:015	0	0	4	23	0	28
ENSG00000004455:016	539	409	551	700	489	483
ENSG00000004455:017	403	303	393	509	409	360
ENSG00000004455:018	587	401	534	708	581	472
ENSG00000004455:019	407	263	357	473	387	317
ENSG00000004455:020	0	0	0	0	0	0
ENSG00000004455:021	540	376	511	654	558	458
ENSG00000004455:022	3	15	4	6	5	12
ENSG00000004455:023	395	285	379	504	418	355
ENSG00000004455:024	162	127	188	225	190	177
ENSG00000004455:025	163	133	191	233	180	186
ENSG00000004455:026	129	104	138	189	131	139
ENSG00000004455:027	127	106	134	186	127	136
ENSG00000004455:028	114	96	128	174	120	131
ENSG00000004455:029	105	92	121	158	107	119
ENSG00000004455:030	88	82	102	141	81	103
ENSG00000004455:031	0	0	0	0	0	0
ENSG00000004455:032	0	0	0	0	0	0
ENSG00000004468:001	0	0	0	0	0	0
ENSG00000004468:002	0	0	0	0	0	0
ENSG00000004468:003	0	0	0	0	0	0
ENSG00000004468:004	0	0	0	0	0	0
ENSG00000004468:005	0	0	0	0	0	0
ENSG00000004468:006	0	0	0	0	0	0
ENSG00000004468:007	0	0	0	0	0	0
ENSG00000004468:008	0	0	0	0	0	0
ENSG00000004468:009	0	0	0	0	0	0
ENSG00000004468:010	0	0	0	0	0	0
ENSG00000004468:011	0	0	0	0	0	0
ENSG00000004468:012	0	0	0	0	0	0
ENSG00000004468:013	0	0	0	0	0	0
ENSG00000004468:014	0	0	0	0	0	0
ENSG00000004468:015	0	0	0	0	0	0
ENSG00000004468:016	0	0	0	0	0	0
ENSG00000004468:017	0	0	0	0	0	0
ENSG00000004478:001	351	286	109	194	218	163
ENSG00000004478:002	915	706	262	472	605	392
ENSG00000004478:003	17	4	2	25	4	0
ENSG00000004478:004	5	1	1	4	1	0
ENSG00000004478:005	0	0	0	0	0	0
ENSG00000004478:006	769	578	201	393	503	293
ENSG00000004478:007	801	641	209	412	522	300
ENSG00000004478:008	1025	815	287	508	672	391
ENSG00000004478:009	754	594	221	342	500	306
ENSG00000004478:010	751	576	205	345	487	336
ENSG00000004478:011	0	0	0	0	0	0
ENSG00000004478:012	1023	816	318	508	702	463
ENSG00000004478:013	803	654	248	414	567	368
ENSG00000004478:014	825	664	232	429	515	357
ENSG00000004478:015	816	615	234	404	541	324
ENSG00000004478:016	976	693	259	435	615	392
ENSG00000004478:017	818	545	226	370	505	334
ENSG00000004478:018	1201	808	336	578	800	510
ENSG00000004478:019	0	0	0	0	0	0
ENSG00000004478:020	739	542	202	332	475	318
ENSG00000004478:021	726	544	194	331	474	309
ENSG00000004478:022	2418	1793	640	1147	1523	968
ENSG00000004478:023	1	0	0	0	0	0
ENSG00000004487:001	12	68	33	53	35	53
ENSG00000004487:002	13	69	35	53	36	56
ENSG00000004487:003	230	834	513	690	482	706
ENSG00000004487:004	157	582	366	494	340	477
ENSG00000004487:005	29	94	62	61	47	64
ENSG00000004487:006	102	362	226	278	189	260
ENSG00000004487:007	123	490	290	362	250	347
ENSG00000004487:008	122	454	269	342	239	345
ENSG00000004487:009	145	479	291	365	246	387
ENSG00000004487:010	0	0	0	0	0	0
ENSG00000004487:011	153	519	304	390	250	392
ENSG00000004487:012	136	447	254	354	248	335
ENSG00000004487:013	128	480	287	354	280	362
ENSG00000004487:014	18	61	44	26	31	46
ENSG00000004487:015	1	0	6	12	6	6
ENSG00000004487:016	153	554	316	434	309	471
ENSG00000004487:017	144	485	266	378	273	405
ENSG00000004487:018	175	562	308	449	336	425
ENSG00000004487:019	144	449	272	347	276	337
ENSG00000004487:020	0	3	3	1	1	3
ENSG00000004487:021	165	531	293	370	285	415
ENSG00000004487:022	99	339	173	202	175	265
ENSG00000004487:023	158	580	313	404	331	441
ENSG00000004487:024	2	2	3	4	2	3
ENSG00000004487:025	188	704	384	542	370	507
ENSG00000004487:026	111	424	215	318	225	307
ENSG00000004487:027	130	463	282	364	249	370
ENSG00000004487:028	18	37	24	32	28	30
ENSG00000004487:029	161	550	342	477	314	459
ENSG00000004487:030	27	54	31	47	35	32
ENSG00000004487:031	174	546	348	515	351	487
ENSG00000004487:032	20	67	28	65	34	35
ENSG00000004487:033	186	615	345	532	398	507
ENSG00000004487:034	162	597	324	498	390	479
ENSG00000004487:035	3	10	4	11	8	14
ENSG00000004487:036	0	1	2	2	1	1
ENSG00000004534:001	3	4	10	10	5	2
ENSG00000004534:002	5	7	17	19	11	3
ENSG00000004534:003	12	13	32	29	21	14
ENSG00000004534:004	13	16	39	34	28	24
ENSG00000004534:005	19	21	45	46	44	34
ENSG00000004534:006	20	24	46	48	48	36
ENSG00000004534:007	31	39	72	75	69	54
ENSG00000004534:008	33	39	76	73	71	61
ENSG00000004534:009	44	58	100	90	90	85
ENSG00000004534:010	52	77	116	100	115	96
ENSG00000004534:011	2	0	1	4	2	3
ENSG00000004534:012	3	0	1	11	14	6
ENSG00000004534:013	3	0	3	12	14	5
ENSG00000004534:014	0	0	0	0	0	0
ENSG00000004534:015	93	133	188	164	201	142
ENSG00000004534:016	0	1	11	3	1	2
ENSG00000004534:017	10	33	24	23	20	24
ENSG00000004534:018	5	14	12	15	9	10
ENSG00000004534:019	10	24	22	20	15	18
ENSG00000004534:020	63	87	101	125	178	105
ENSG00000004534:021	160	296	343	443	583	348
ENSG00000004534:022	62	80	91	132	129	84
ENSG00000004534:023	56	67	75	110	131	81
ENSG00000004534:024	0	0	0	0	0	0
ENSG00000004534:025	29	39	51	78	90	44
ENSG00000004534:026	34	51	66	92	112	66
ENSG00000004534:027	9	20	30	19	44	21
ENSG00000004534:028	90	159	199	152	242	144
ENSG00000004534:029	0	0	0	0	0	0
ENSG00000004534:030	91	155	184	143	239	143
ENSG00000004534:031	107	158	203	150	259	143
ENSG00000004534:032	88	127	169	133	224	115
ENSG00000004534:033	61	93	140	106	169	90
ENSG00000004534:034	127	186	226	224	315	190
ENSG00000004534:035	95	125	149	171	207	136
ENSG00000004534:036	105	144	178	180	211	143
ENSG00000004534:037	0	0	0	0	0	0
ENSG00000004534:038	0	0	0	0	0	0
ENSG00000004534:039	0	0	0	0	0	0
ENSG00000004534:040	79	114	150	128	155	106
ENSG00000004534:041	76	109	149	120	137	107
ENSG00000004534:042	0	0	0	0	0	0
ENSG00000004534:043	69	94	148	125	127	101
ENSG00000004534:044	62	86	145	120	125	106
ENSG00000004534:045	70	94	170	135	145	113
ENSG00000004534:046	95	122	192	174	171	127
ENSG00000004534:047	21	35	31	27	38	45
ENSG00000004534:048	114	147	225	219	217	161
ENSG00000004534:049	77	101	129	135	160	110
ENSG00000004534:050	87	102	151	141	168	134
ENSG00000004534:051	1	4	7	12	8	1
ENSG00000004534:052	111	121	215	195	228	168
ENSG00000004534:053	69	77	131	133	155	109
ENSG00000004534:054	62	77	149	134	163	121
ENSG00000004534:055	71	83	149	127	168	124
ENSG00000004534:056	97	113	180	149	179	146
ENSG00000004534:057	0	0	0	0	0	0
ENSG00000004534:058	122	149	202	179	215	146
ENSG00000004534:059	103	124	156	160	203	119
ENSG00000004534:060	0	2	2	3	2	2
ENSG00000004534:061	0	2	0	2	2	1
ENSG00000004534:062	0	1	0	0	2	0
ENSG00000004660:001	3	3	2	1	0	3
ENSG00000004660:002	241	135	176	171	174	214
ENSG00000004660:003	0	0	0	0	0	0
ENSG00000004660:004	29	20	20	21	20	24
ENSG00000004660:005	30	22	29	27	25	36
ENSG00000004660:006	25	26	31	29	22	29
ENSG00000004660:007	28	22	34	27	21	27
ENSG00000004660:008	28	17	32	24	20	23
ENSG00000004660:009	43	24	37	40	39	31
ENSG00000004660:010	5	0	1	12	1	1
ENSG00000004660:011	30	17	24	23	29	24
ENSG00000004660:012	25	17	20	16	19	19
ENSG00000004660:013	3	0	0	6	2	0
ENSG00000004660:014	0	0	0	0	0	0
ENSG00000004660:015	0	0	0	0	0	0
ENSG00000004660:016	25	15	19	16	17	23
ENSG00000004660:017	43	25	27	24	24	31
ENSG00000004660:018	23	17	22	25	15	21
ENSG00000004660:019	23	16	20	22	22	20
ENSG00000004660:020	24	8	12	22	22	22
ENSG00000004660:021	56	26	29	59	48	53
ENSG00000004660:022	0	0	0	0	0	0
ENSG00000004660:023	12	4	7	11	11	9
ENSG00000004660:024	0	0	0	0	0	0
ENSG00000004660:025	0	1	1	1	1	0
ENSG00000004700:001	0	0	0	0	0	0
ENSG00000004700:002	0	0	0	0	0	0
ENSG00000004700:003	121	84	54	119	127	90
ENSG00000004700:004	304	208	133	306	342	263
ENSG00000004700:005	228	151	107	214	248	221
ENSG00000004700:006	278	180	126	255	285	254
ENSG00000004700:007	250	158	103	239	281	225
ENSG00000004700:008	283	167	101	265	311	226
ENSG00000004700:009	237	111	81	203	257	183
ENSG00000004700:010	308	152	116	259	345	273
ENSG00000004700:011	199	109	84	190	229	207
ENSG00000004700:012	161	102	63	176	187	177
ENSG00000004700:013	237	162	90	249	273	228
ENSG00000004700:014	250	189	91	278	302	244
ENSG00000004700:015	236	179	87	258	286	239
ENSG00000004700:016	192	150	76	203	236	182
ENSG00000004700:017	244	190	93	255	331	250
ENSG00000004700:018	175	132	67	166	233	171
ENSG00000004700:019	388	328	140	381	459	361
ENSG00000004700:020	249	207	84	241	239	214
ENSG00000004700:021	217	183	70	177	190	180
ENSG00000004700:022	244	178	80	192	192	190
ENSG00000004700:023	108	64	48	116	114	93
ENSG00000004700:024	139	73	58	142	152	131
ENSG00000004700:025	125	94	53	134	153	116
ENSG00000004700:026	110	99	49	123	144	107
ENSG00000004700:027	46	45	20	48	59	45
ENSG00000004700:028	14	23	2	16	20	14
ENSG00000004700:029	14	23	2	15	20	13
ENSG00000004700:030	1	3	0	3	1	2
ENSG00000004700:031	0	2	0	0	0	1
ENSG00000004766:001	2	6	7	1	1	0
ENSG00000004766:002	2	6	8	1	1	0
ENSG00000004766:003	3	8	8	1	1	0
ENSG00000004766:004	3	8	8	1	2	0
ENSG00000004766:005	3	8	10	1	2	0
ENSG00000004766:006	3	9	12	1	3	1
ENSG00000004766:007	5	14	27	2	4	2
ENSG00000004766:008	11	26	51	2	7	5
ENSG00000004766:009	11	32	65	3	8	8
ENSG00000004766:010	0	0	0	0	0	0
ENSG00000004766:011	0	0	0	0	0	0
ENSG00000004766:012	17	46	97	4	9	11
ENSG00000004766:013	11	23	59	1	6	4
ENSG00000004766:014	17	36	77	2	6	8
ENSG00000004766:015	0	0	0	0	0	0
ENSG00000004766:016	17	38	74	2	5	11
ENSG00000004766:017	17	43	69	2	5	9
ENSG00000004766:018	11	38	50	2	6	7
ENSG00000004766:019	0	0	0	0	0	0
ENSG00000004766:020	0	0	0	0	0	0
ENSG00000004766:021	0	0	0	0	0	0
ENSG00000004766:022	11	45	72	2	6	11
ENSG00000004766:023	11	34	65	1	5	7
ENSG00000004766:024	0	0	0	0	0	0
ENSG00000004766:025	14	38	58	2	4	6
ENSG00000004766:026	13	31	49	2	4	6
ENSG00000004766:027	0	0	0	0	0	0
ENSG00000004766:028	14	36	54	2	4	7
ENSG00000004766:029	14	41	65	2	5	6
ENSG00000004766:030	13	36	51	3	3	4
ENSG00000004766:031	0	0	0	0	0	0
ENSG00000004766:032	14	39	66	2	5	4
ENSG00000004766:033	20	46	77	5	5	6
ENSG00000004766:034	0	0	0	0	0	0
ENSG00000004766:035	0	0	0	0	0	0
ENSG00000004766:036	22	55	84	8	7	13
ENSG00000004766:037	0	0	0	0	0	0
ENSG00000004766:038	20	56	74	12	7	15
ENSG00000004766:039	14	43	58	10	3	12
ENSG00000004766:040	13	40	57	7	3	12
ENSG00000004766:041	20	55	67	9	4	12
ENSG00000004766:042	0	0	0	0	0	0
ENSG00000004766:043	21	60	77	9	12	7
ENSG00000004766:044	0	0	0	0	0	0
ENSG00000004766:045	19	64	80	12	16	7
ENSG00000004766:046	25	53	87	13	14	9
ENSG00000004766:047	25	51	77	10	12	14
ENSG00000004766:048	31	48	78	9	10	17
ENSG00000004766:049	27	57	73	7	12	22
ENSG00000004766:050	33	49	65	6	9	18
ENSG00000004766:051	5	4	1	2	2	3
ENSG00000004766:052	6	5	4	2	3	5
ENSG00000004766:053	2	2	4	1	0	5
ENSG00000004766:054	0	0	0	0	0	0
ENSG00000004766:055	0	0	0	0	0	0
ENSG00000004766:056	29	51	67	2	13	11
ENSG00000004766:057	0	0	0	0	0	0
ENSG00000004766:058	21	43	62	1	9	5
ENSG00000004766:059	0	0	0	0	0	0
ENSG00000004766:060	15	39	68	1	11	7
ENSG00000004766:061	21	49	77	3	10	7
ENSG00000004766:062	26	42	84	7	10	11
ENSG00000004766:063	19	27	53	7	5	8
ENSG00000004766:064	18	27	52	7	5	8
ENSG00000004766:065	17	34	67	7	7	9
ENSG00000004766:066	27	56	114	28	40	32
ENSG00000004766:067	24	52	113	40	63	45
ENSG00000004766:068	25	69	128	49	75	54
ENSG00000004766:069	14	36	55	15	25	23
ENSG00000004766:070	1	2	3	16	22	19
ENSG00000004766:071	51	125	185	4	18	8
ENSG00000004766:072	18	45	62	4	7	4
ENSG00000004766:073	1	0	2	1	0	0
ENSG00000004766:074	0	0	1	1	0	0
ENSG00000004766:075	0	0	1	0	0	0
ENSG00000004776:001	0	0	0	0	0	0
ENSG00000004776:002	5383	6747	3818	4620	3211	4975
ENSG00000004776:003	3198	4030	2312	2762	1978	2976
ENSG00000004776:004	0	4	1	37	10	0
ENSG00000004776:005	1937	2463	1402	1661	1207	1766
ENSG00000004776:006	1434	1831	1026	1264	878	1336
ENSG00000004776:007	122	175	90	103	74	129
ENSG00000004776:008	0	0	0	0	0	0
ENSG00000004776:009	0	0	0	0	0	0
ENSG00000004777:001	0	0	0	0	0	0
ENSG00000004777:002	1	0	2	0	0	0
ENSG00000004777:003	3	2	3	1	2	0
ENSG00000004777:004	5	2	3	3	3	1
ENSG00000004777:005	8	3	7	4	4	1
ENSG00000004777:006	0	0	0	0	0	0
ENSG00000004777:007	0	0	0	0	0	0
ENSG00000004777:008	0	0	0	0	0	0
ENSG00000004777:009	9	6	5	4	4	0
ENSG00000004777:010	12	8	7	7	7	1
ENSG00000004777:011	8	6	7	11	5	1
ENSG00000004777:012	6	4	5	9	4	2
ENSG00000004777:013	5	3	3	8	4	4
ENSG00000004777:014	1	0	1	3	1	0
ENSG00000004777:015	6	5	6	11	6	6
ENSG00000004777:016	0	0	0	0	0	0
ENSG00000004777:017	0	0	0	0	0	0
ENSG00000004777:018	2	4	4	6	3	3
ENSG00000004777:019	3	5	4	8	4	5
ENSG00000004777:020	6	5	3	6	2	4
ENSG00000004777:021	4	3	3	8	2	0
ENSG00000004777:022	3	3	3	7	2	1
ENSG00000004777:023	4	4	6	10	2	1
ENSG00000004777:024	4	2	3	4	0	0
ENSG00000004777:025	5	5	6	4	1	0
ENSG00000004777:026	0	0	0	0	0	0
ENSG00000004777:027	5	7	5	0	2	0
ENSG00000004777:028	2	4	8	2	2	0
